mfcc_mean,mfcc_std,spectral_centroid,label
0.8359589794061529,0.6672328414574337,0.22301034720447688,1
0.9768346337809882,0.09864575240307916,0.8846974507326995,0
0.6639150257089085,0.9646679978828839,0.7649607791176318,1
0.6505484233216411,0.46218216786966326,0.5172076107942383,0
0.6377429840424289,0.3099126812940587,0.9480125112412002,0
0.13249855502720698,0.6719548171487938,0.7064420380805746,1
0.5162236348637868,0.24553468465507322,0.8874444730665108,1
0.9576786665548815,0.40871543873238814,0.835173934663626,1
0.7320741258115002,0.01868604500827753,0.9821647123606883,1
0.5496592549270488,0.013359019979797826,0.8731352945005326,0
0.9110955056303247,0.11133500327413792,0.8616328321473489,0
0.5140608130425457,0.34528941612439545,0.6896473102600787,1
0.567837875408896,0.20602053563331102,0.3789816635963078,1
0.7902117190111503,0.3706214223350601,0.9928313021559851,1
0.8124996533527542,0.3091361936707291,0.5612609780491894,1
0.026801572291795805,0.9033817254987395,0.5953303983642159,0
0.27834977918570813,0.09490023300849582,0.9446459582197422,1
0.12620815689049303,0.7322670851788129,0.13753075919166569,0
0.7913320839789149,0.17972423741233634,0.8049457470875968,1
0.6871117201172394,0.009476695600215246,0.5626393846289374,1
0.31720116818925626,0.8813027639817002,0.39175009419711215,1
0.5340942912299359,0.5190546248677725,0.1256910922831801,1
0.09901878492480698,0.48368474621752644,0.6382514435801946,0
0.6718087902254221,0.7931978609713902,0.9502504804338298,1
0.667408210507952,0.17375329019091823,0.611103246584717,1
0.8909570290726362,0.014673638485653173,0.4535574297114521,1
0.34006741678676355,0.5840505076543331,0.850672595978764,1
0.6844336290918045,0.4556665574391815,0.26223987766249557,0
0.1424067725829462,0.13896488357122405,0.02682842199254054,0
0.016624245093994516,0.6255972156812494,0.44849534651295087,1
0.3306758489649253,0.07140537385425794,0.9987492286870802,0
0.9029514121438265,0.7265176919643712,0.21881797895653288,0
0.16603515604278096,0.4180319666055382,0.6672177885436313,0
0.5769900907825415,0.34384781450897695,0.6169224583641542,0
0.2956560198371654,0.7347570785947228,0.4777519803745778,0
0.4982349324574279,0.7465520503515723,0.4459059658926672,1
0.120024047613008,0.13903602328726106,0.35951195069019526,1
0.35241497261999566,0.38256971030216136,0.5753184784256254,1
0.2248889699025659,0.9959881738355015,0.14568953794432615,1
0.44080410677226367,0.7862617276812408,0.2589316012593288,0
0.09157106039795859,0.7006720740589906,0.5725784399945891,1
0.14012246369079728,0.09452418898023907,0.6575855056853855,1
0.376960841043942,0.509213190846922,0.32585196586189713,1
0.21981072556684322,0.8387036563742327,0.9668733629217925,0
0.14132531478045163,0.9732394598440617,0.19835876700622057,0
0.5862666840903298,0.8993632616077772,0.7631281118324372,1
0.4890374437595931,0.7575090883816382,0.881566685617892,1
0.8546205588888649,0.8152195344690286,0.25056726801020657,1
0.0409741672600501,0.8992850003085282,0.28686208671761504,1
0.0810152313126209,0.0946352649736577,0.5580630870872276,1
0.9608071645146413,0.7243240726986705,0.37058240119105423,1
0.8965594180089205,0.9279433448623194,0.4590394485682485,0
0.6628487266063604,0.4774825094188493,0.8420326038077409,1
0.7909537977106267,0.5446276759341968,0.7199626981862043,0
0.7877385400373303,0.8150005702848276,0.01923947682978444,1
0.474625690698134,0.5771615917170039,0.17214335625656585,1
0.01698143460032775,0.23680211369137227,0.7634185587663761,1
0.7507766510427393,0.058889446736948625,0.7121044265910216,0
0.027504100401574583,0.20266152445553476,0.7809378029503372,1
0.040611513477899264,0.21543550527513644,0.8332852484437882,1
0.22936979311046102,0.8318871449432037,0.5073443966752763,0
0.14983310429232366,0.8125256020431869,0.9621207373289892,0
0.9507795275403474,0.12319624794942619,0.1944817922530283,1
0.43090887079077844,0.9838952311927355,0.8943573783704606,1
0.27571661811321846,0.5489321381911421,0.245713801867397,0
0.9648190963854711,0.3396213369607095,0.48167628240508886,0
0.913706712041153,0.220810939551785,0.5080583699235853,1
0.7649845340688738,0.19509324701499198,0.9223991223560485,0
0.9724350290612932,0.7356134880033014,0.8877165306339974,0
0.6925669426572681,0.05959778644147695,0.007600241398009966,0
0.8715782351188562,0.45817264503981503,0.8382662750202451,0
0.026866626402383242,0.5295424208501922,0.2916712276403889,1
0.03997374270729126,0.8377314566776687,0.04835544495134425,1
0.026737702598286894,0.07954629811644565,0.9799710341751852,1
0.36312688753438427,0.2909130625674019,0.6415339638148578,0
0.7736488707355303,0.8761450336457391,0.4829460567818915,1
0.9226498701945649,0.51949148548131,0.8501823211405504,0
0.5434456502650119,0.7347545795235206,0.5712528655996421,0
0.9438627245399661,0.8995351356652985,0.06312651930641722,0
0.9913304426356891,0.6594166774814465,0.9109761470712864,1
0.3189251598506856,0.7790986231381524,0.860855993996794,0
0.7215403272648402,0.3356682003934769,0.4272404594668415,1
0.6567067646342596,0.5780940376569862,0.7824192172176851,0
0.5246231761433481,0.9161773968468336,0.7619168429254849,0
0.15595094821194166,0.005528357870011935,0.45421312580098794,1
0.8317057973225523,0.5226200356242029,0.8537797587402313,0
0.8175826479025274,0.14019741587207746,0.022320213309480086,0
0.49013953213490324,0.27681741802207016,0.356170463569363,0
0.043985965113543135,0.7919805813984255,0.39824978682507883,1
0.9463455660708558,0.5245824723623068,0.5499316707174065,0
0.7112167251570062,0.418026888780343,0.9938759746221009,1
0.5900237576771252,0.7189069152681246,0.5489039087290614,0
0.4863004448305519,0.23246295591563315,0.870908819432622,0
0.9207324377071839,0.9067777203224516,0.40813805667031056,1
0.8976053006920357,0.8567426495784535,0.5170574196870279,0
0.989252810999649,0.7636987516264481,0.44218858079143675,0
0.8627571324842656,0.44523430174350787,0.8334693829498655,1
0.30589458920743395,0.41088407584951825,0.8280742749473446,1
0.7114473126429178,0.36988837035694544,0.11917813445647107,0
0.2544685238051496,0.7033118098682579,0.8421739532024104,1
